Time,Experimental_Data,Model_Simulation,Condition
0,25,25,No cells
4.935525849,58.2278481,63.2957721207327,No cells
6.829527978,94.93670886,90.2407738039315,No cells
9.616704129,203.7974684,151.661017254826,No cells
11.49414409,249.3670886,216.151667906423,No cells
13.38932923,285.443038,308.558844310008,No cells
16.18715249,388.6075949,520.158934574676,No cells
0,25,25,No cells + aPD1
3.20359635632319,34.8101265822784,45.5706956687122,No cells + aPD1
5.05264403170472,45.5696202531645,64.4377257352312,No cells + aPD1
7.06258133207145,70.253164556962,93.8985719324869,No cells + aPD1
9.85685555424109,125.316455696202,158.478490123463,No cells + aPD1
11.7260144327457,175.316455696202,224.867694019494,No cells + aPD1
13.4922512717378,230.379746835443,313.07249759506,No cells + aPD1
16.2356559801254,362.658227848101,523.07765779671,No cells + aPD1
0,25,25,WT
3.203596356,34.81012658,41.8871923690914,WT
5.052644032,45.56962025,52.8687475198484,WT
7.062581332,70.25316456,65.4578115694576,WT
10.20502625879,82.4051271400172,86.312044289244,WT
11.914072931193,87.9061211168145,98.5103114427147,WT
14.1441414710856,146.334154229593,115.896451802621,WT
17.1806664095184,157.982968875174,143.946138586093,WT
19.105420882414,236.990772334807,165.717081250061,WT
21.0788357119544,264.90520131739,192.726379965935,WT
23.8779930569978,325.789989021748,242.94257793346,WT
26.9545737768151,395.38023321366,322.853484883161,WT
0,25,25,WT + aPD1
3.203596356,34.81012658,28.1759972693853,WT + aPD1
5.052644032,45.56962025,24.3762035991806,WT + aPD1
7.062581332,70.25316456,25.9367482045025,WT + aPD1
9.95371331928908,46.2837136159986,31.4575014321462,WT + aPD1
12.5264813221374,44.8773106251669,37.1845552877476,WT + aPD1
14.3414532830905,39.1567516244844,41.5066841547047,WT + aPD1
16.9142212859389,37.7503486336527,48.1971353806696,WT + aPD1
19.0078034596326,39.4890662552295,54.3831181196699,WT + aPD1
21.1901017713556,48.0758389460878,61.829421202723,WT + aPD1
24.3224638756193,59.0956294691867,75.0658221804193,WT + aPD1
25.6422276948639,73.3436192623802,81.8811553940711,WT + aPD1
28.3716583093493,107.441474052754,99.0370231006628,WT + aPD1
31.2129484022193,124.08687653918,122.936423688021,WT + aPD1
38.3642405720559,215.230098210841,233.175248222715,WT + aPD1
0,25,25,CISH KO
3.203596356,34.81012658,39.8565169835117,CISH KO
5.052644032,45.56962025,46.7626050454654,CISH KO
7.062581332,70.25316456,51.9347245271515,CISH KO
11.63773148,52.49056927,56.5638830013236,CISH KO
13.73713992,43.33847737,57.1253745944985,CISH KO
15.11304012,33.88151578,57.3852465881887,CISH KO
18.90174897,40.73216735,58.5062982312793,CISH KO
21.6878858,47.26937586,60.1478946179486,CISH KO
24.05606996,52.87208505,62.2917785606926,CISH KO
26.00437243,60.30521262,64.6175863018702,CISH KO
28.64776235,71.44633059,68.6886737079323,CISH KO
31.00630144,90.87362826,73.2975743847647,CISH KO
40.44560185,161.2097051,104.220915333365,CISH KO
0,25,25,CISH KO + aPD1
3.203596356,34.81012658,23.276501411679,CISH KO + aPD1
5.052644032,45.56962025,21.9920108211167,CISH KO + aPD1
7.062581332,70.25316456,21.6452602373981,CISH KO + aPD1
12.0544165207845,40.5453520458119,20.4553352551702,CISH KO + aPD1
13.775331572857,33.5845473696703,19.9983986525989,CISH KO + aPD1
16.6427321009999,22.8139928196303,19.4123629600178,CISH KO + aPD1
18.644631041747,20.8201050351601,19.1799663228466,CISH KO + aPD1
20.7471145001928,13.2124736670326,19.1047882100064,CISH KO + aPD1
24.0895469246061,3.65842803311278,19.345203218371,CISH KO + aPD1
26.2807465210812,2.89885173426699,19.7357730300796,CISH KO + aPD1
28.9493516897605,0.863424620953651,20.4484508026766,CISH KO + aPD1
30.9494703735572,0.738806634424236,21.1588828528369,CISH KO + aPD1
39.3297332581669,1.46277779426162,25.8308307971785,CISH KO + aPD1
