Time,Experimental_Data,Model_Simulation,Condition
0.0,25.0,25.0,No cells
4.935525849,58.2278481,60.17813871753129,No cells
6.829527978,94.93670886,84.30208187454579,No cells
9.616704129,203.7974684,138.4448387573852,No cells
11.49414409,249.3670886,193.37298017523707,No cells
13.38932923,285.443038,270.9481977976319,No cells
16.18715249,388.6075949,445.8069482908883,No cells
0.0,25.0,25.0,No cells + aPD1
3.20359635632319,34.8101265822784,44.21431938056901,No cells + aPD1
5.05264403170472,45.5696202531645,61.444560847053566,No cells + aPD1
7.06258133207145,70.253164556962,87.86970329317175,No cells + aPD1
9.85685555424109,125.316455696202,144.48416137211214,No cells + aPD1
11.7260144327457,175.316455696202,201.50952176917463,No cells + aPD1
13.4922512717378,230.379746835443,275.94062589626253,No cells + aPD1
16.2356559801254,362.658227848101,449.64043158638145,No cells + aPD1
0.0,25.0,25.0,WT
3.203596356,34.81012658,41.927371763036,WT
5.052644032,45.56962025,54.041065969773776,WT
7.062581332,70.25316456,68.97140493071443,WT
10.20502625879,82.4051271400172,95.688799585182,WT
11.914072931193,87.9061211168145,112.0027225529574,WT
14.1441414710856,146.334154229593,135.65308954202712,WT
17.1806664095184,157.982968875174,174.1961259191155,WT
19.105420882414,236.990772334807,204.55749016353087,WT
21.0788357119544,264.90520131739,243.1355616831506,WT
23.8779930569978,325.789989021748,318.1096507065808,WT
26.9545737768151,395.38023321366,447.3925390537057,WT
0.0,25.0,25.0,WT + aPD1
3.203596356,34.81012658,35.672064580416205,WT + aPD1
5.052644032,45.56962025,36.48386832341859,WT + aPD1
7.062581332,70.25316456,34.57409656300317,WT + aPD1
9.95371331928908,46.2837136159986,39.45157948779035,WT + aPD1
12.5264813221374,44.8773106251669,47.234104690033,WT + aPD1
14.3414532830905,39.1567516244844,53.12198972504671,WT + aPD1
16.9142212859389,37.7503486336527,61.55265866233818,WT + aPD1
19.0078034596326,39.4890662552295,68.45081019716415,WT + aPD1
21.1901017713556,48.0758389460878,75.80730197119867,WT + aPD1
24.3224638756193,59.0956294691867,87.16182519663322,WT + aPD1
25.6422276948639,73.3436192623802,92.44569073862978,WT + aPD1
28.3716583093493,107.441474052754,104.91245524178606,WT + aPD1
31.2129484022193,124.08687653918,121.22574576651229,WT + aPD1
38.3642405720559,215.230098210841,193.81463846049223,WT + aPD1
0.0,25.0,25.0,CISH KO
3.203596356,34.81012658,39.26790842148131,CISH KO
5.052644032,45.56962025,46.377256961792106,CISH KO
7.062581332,70.25316456,52.33359305486794,CISH KO
11.63773148,52.49056927,59.17758693043656,CISH KO
13.73713992,43.33847737,60.21145890605861,CISH KO
15.11304012,33.88151578,60.54359445966092,CISH KO
18.90174897,40.73216735,61.106857496593726,CISH KO
21.6878858,47.26937586,61.952201220129055,CISH KO
24.05606996,52.87208505,63.35017530298172,CISH KO
26.00437243,60.30521262,65.12759823360003,CISH KO
28.64776235,71.44633059,68.6540773613021,CISH KO
31.00630144,90.87362826,73.10842951113956,CISH KO
40.44560185,161.2097051,110.13158245363063,CISH KO
0.0,25.0,25.0,CISH KO + aPD1
3.203596356,34.81012658,33.83328531297218,CISH KO + aPD1
5.052644032,45.56962025,32.75724542325777,CISH KO + aPD1
7.062581332,70.25316456,29.97126189196719,CISH KO + aPD1
12.0544165207845,40.5453520458119,23.418461814493124,CISH KO + aPD1
13.775331572857,33.5845473696703,21.736427532010417,CISH KO + aPD1
16.6427321009999,22.8139928196303,19.569314720362836,CISH KO + aPD1
18.644631041747,20.8201050351601,18.47034067848133,CISH KO + aPD1
20.7471145001928,13.2124736670326,17.633592092530016,CISH KO + aPD1
24.0895469246061,3.65842803311278,16.88887006584218,CISH KO + aPD1
26.2807465210812,2.89885173426699,16.752371982021614,CISH KO + aPD1
28.9493516897605,0.863424620953651,16.94097760900277,CISH KO + aPD1
30.9494703735572,0.738806634424236,17.33804615787824,CISH KO + aPD1
39.3297332581669,1.46277779426162,21.748157539826817,CISH KO + aPD1
